ADU_index,ADU,essay_id,label,start_ind,end_ind,claim_type,ADU_text
T6,Premise 777 814	the university students have grown up,essay305,train,777,814,Premise,the university students have grown up
T7,"Claim 889 977	with the modern technology, students can collect more information from different sources",essay305,train,889,977,Claim,"with the modern technology, students can collect more information from different sources"
T8,"Premise 992 1130	from the Internet, students can read many articles and e-books and can watch video tutorials which provide the information more apparently",essay305,train,992,1130,Premise,"from the Internet, students can read many articles and e-books and can watch video tutorials which provide the information more apparently"
T9,Claim 1141 1209	some lecturers deliver lectures very informative and interesting way,essay305,train,1141,1209,Claim,some lecturers deliver lectures very informative and interesting way
T10,"Premise 1211 1332	When the students attend that lectures, they can obviously feel that it was very useful and they did not waste their time",essay305,train,1211,1332,Premise,"When the students attend that lectures, they can obviously feel that it was very useful and they did not waste their time"
T11,Claim 487 535	going to classes are sometimes waste of the time,essay305,train,487,535,Claim,going to classes are sometimes waste of the time
T12,Premise 743 767	It was waste of the time,essay305,train,743,767,Premise,It was waste of the time
T13,"Claim 1665 1820	rather than attending any boring lecturers, students can participate to other activities such as debate competition, swimming meet, Basketball and so forth",essay305,train,1665,1820,Claim,"rather than attending any boring lecturers, students can participate to other activities such as debate competition, swimming meet, Basketball and so forth"
T14,Premise 1413 1523	most of the university students are working students in order to manage the expenses during the education time,essay305,train,1413,1523,Premise,most of the university students are working students in order to manage the expenses during the education time
T15,Premise 1525 1565	Students need to work as part time basis,essay305,train,1525,1565,Premise,Students need to work as part time basis
T16,"Claim 1574 1645	they have to schedule the lectures time, studying time and working time",essay305,train,1574,1645,Claim,"they have to schedule the lectures time, studying time and working time"
T17,Premise 1832 1912	they can meet other university students and build up the relationships with them,essay305,train,1832,1912,Premise,they can meet other university students and build up the relationships with them
T18,Premise 1348 1402	mostly university has taken whole day for the lectures,essay305,train,1348,1402,Premise,mostly university has taken whole day for the lectures
T19,"MajorClaim 2242 2335	if the students choose the classes as optional, it would provide more benefits than drawbacks",essay305,train,2242,2335,MajorClaim,"if the students choose the classes as optional, it would provide more benefits than drawbacks"
T20,Claim 1939 1996	few brilliant lecturers deliver more informative lectures,essay305,train,1939,1996,Claim,few brilliant lecturers deliver more informative lectures
T21,Premise 1998 2070	some are boring the students in the class and wasting the students' time,essay305,train,1998,2070,Premise,some are boring the students in the class and wasting the students' time
T22,"Claim 2072 2149	When the students go to university, they have matured mentally and physically",essay305,train,2072,2149,Claim,"When the students go to university, they have matured mentally and physically"
T23,Claim 2151 2208	They have enough knowledge to choose what they need to do,essay305,train,2151,2208,Claim,They have enough knowledge to choose what they need to do
T1,MajorClaim 366 399	the convenience it brings is more,essay306,test,366,399,MajorClaim,the convenience it brings is more
T2,Claim 303 364	technology may make people's life complicated in some aspects,essay306,test,303,364,Claim,technology may make people's life complicated in some aspects
T3,"Premise 591 684	With a private car, you can reach the destination in another city just sitting in the vehicle",essay306,test,591,684,Premise,"With a private car, you can reach the destination in another city just sitting in the vehicle"
T4,"Premise 701 846	if you would like to have a trip across the ocean, a plane can carry you there in only a few hours, which is hard to imagine in the ancient times",essay306,test,701,846,Premise,"if you would like to have a trip across the ocean, a plane can carry you there in only a few hours, which is hard to imagine in the ancient times"
T5,"Claim 461 589	when it comes to the field of transportation, there is no doubt that the technology in automobile has made people's life simpler",essay306,test,461,589,Claim,"when it comes to the field of transportation, there is no doubt that the technology in automobile has made people's life simpler"
T6,"Premise 896 1050	In the past, teachers have to write what they want to convey to students on the chalkboard, resulting in a great waste of time and the fatigue of teachers",essay306,test,896,1050,Premise,"In the past, teachers have to write what they want to convey to students on the chalkboard, resulting in a great waste of time and the fatigue of teachers"
T7,"Premise 1052 1147	With the advent of iPads in e-learning, paper books become unnecessary, so does the blackboards",essay306,test,1052,1147,Premise,"With the advent of iPads in e-learning, paper books become unnecessary, so does the blackboards"
T8,"Premise 1163 1295	all the knowledge and information are stored in the iPads, with a single click, and they would appear right before your eyes at once",essay306,test,1163,1295,Premise,"all the knowledge and information are stored in the iPads, with a single click, and they would appear right before your eyes at once"
T9,Claim 856 894	technology also makes teaching simpler,essay306,test,856,894,Claim,technology also makes teaching simpler
T10,"Premise 1390 1559	the cell phone, which used to be simply a tool to deliver messages to your contacts in a distance, now are playing a role more than just a phone in social communications",essay306,test,1390,1559,Premise,"the cell phone, which used to be simply a tool to deliver messages to your contacts in a distance, now are playing a role more than just a phone in social communications"
T11,"Premise 1575 1691	folks have to check their Facebooks, Twitters, and Forums accounts every minute, which add too much pressure to them",essay306,test,1575,1691,Premise,"folks have to check their Facebooks, Twitters, and Forums accounts every minute, which add too much pressure to them"
T12,"Premise 1706 1837	games on their phone exert a tremendous fascination on teenagers, leading to a large problem that they got addicted to their phones",essay306,test,1706,1837,Premise,"games on their phone exert a tremendous fascination on teenagers, leading to a large problem that they got addicted to their phones"
T13,Premise 1853 1897	making their life more complicated and tired,essay306,test,1853,1897,Premise,making their life more complicated and tired
T14,Claim 1325 1375	technology may make people's life more complicated,essay306,test,1325,1375,Claim,technology may make people's life more complicated
T15,Claim 1985 2044	technology may make people's life complicated in some cases,essay306,test,1985,2044,Claim,technology may make people's life complicated in some cases
T16,MajorClaim 2046 2099	the convenience it brings in people's are significant,essay306,test,2046,2099,MajorClaim,the convenience it brings in people's are significant
T1,MajorClaim 365 413	mass media deal too much with superficial things,essay307,train,365,413,MajorClaim,mass media deal too much with superficial things
T2,"MajorClaim 1428 1688	television, magazines and newspapers pay too much attention of peoples' private lives for all the reasons mentioned above, namely to increase audience or readership and to give exciting and shocking news to a society which feed upon gutter press and Tabloid TV",essay307,train,1428,1688,MajorClaim,"television, magazines and newspapers pay too much attention of peoples' private lives for all the reasons mentioned above, namely to increase audience or readership and to give exciting and shocking news to a society which feed upon gutter press and Tabloid TV"
T3,Premise 565 661	Gutter press and Tabloid TV are more and more replacing quality papers or documentaries programs,essay307,train,565,661,Premise,Gutter press and Tabloid TV are more and more replacing quality papers or documentaries programs
T4,"Premise 663 758	Thanks to the Internet, we can go online and have access to information from all over the world",essay307,train,663,758,Premise,"Thanks to the Internet, we can go online and have access to information from all over the world"
T5,Premise 773 883	mass media don't need any more to keep informed people but their goal is to have enough readers or TV audience,essay307,train,773,883,Premise,mass media don't need any more to keep informed people but their goal is to have enough readers or TV audience
T6,Claim 457 563	television and newspapers focus on famous peoples' lives in order to increase their audience or readership,essay307,train,457,563,Claim,television and newspapers focus on famous peoples' lives in order to increase their audience or readership
T7,"Premise 987 1104	Nowadays, unscrupulous paparazzi constantly follow celebrities just to take a photo while they are eating or training",essay307,train,987,1104,Premise,"Nowadays, unscrupulous paparazzi constantly follow celebrities just to take a photo while they are eating or training"
T8,Claim 909 985	we live in a society where the most important thing is appearance and gossip,essay307,train,909,985,Claim,we live in a society where the most important thing is appearance and gossip
T9,Premise 1106 1241	Newspapers often receive accusations of checkbook journalism; this means that magazines pay people a lot of money for stories or photos,essay307,train,1106,1241,Premise,Newspapers often receive accusations of checkbook journalism; this means that magazines pay people a lot of money for stories or photos
T10,"Premise 1257 1398	there are Reality TV, television programs in which people are put into artificial environments and situations, for example like ""Big Brother""",essay307,train,1257,1398,Premise,"there are Reality TV, television programs in which people are put into artificial environments and situations, for example like ""Big Brother"""
T1,MajorClaim 214 280	I prefer to spend my entire live in one place which is my hometown,essay308,train,214,280,MajorClaim,I prefer to spend my entire live in one place which is my hometown
T2,"Claim 282 406	In my hometown, I have a lot of friends and good relationships, I love the traffic in here, and the environment is wonderful",essay308,train,282,406,Claim,"In my hometown, I have a lot of friends and good relationships, I love the traffic in here, and the environment is wonderful"
T3,Premise 740 789	Nowhere else can give me some people like in here,essay308,train,740,789,Premise,Nowhere else can give me some people like in here
T4,"Premise 454 592	In here, I have a lot of friends, and we usually spend free time to play sports like soccer, basketball and of course we have a lot of fun",essay308,train,454,592,Premise,"In here, I have a lot of friends, and we usually spend free time to play sports like soccer, basketball and of course we have a lot of fun"
T5,"Premise 594 672	Every people in my town have known each others, and we have good relationships",essay308,train,594,672,Premise,"Every people in my town have known each others, and we have good relationships"
T6,"Claim 674 738	If anyone needs help, his neighbor will help as much as possible",essay308,train,674,738,Claim,"If anyone needs help, his neighbor will help as much as possible"
T7,Premise 854 888	We have large streets but few cars,essay308,train,854,888,Premise,We have large streets but few cars
T8,Premise 893 923	we can move easily to anywhere,essay308,train,893,923,Premise,we can move easily to anywhere
T9,"Premise 925 980	Last week, I went to the city center to meet my friends",essay308,train,925,980,Premise,"Last week, I went to the city center to meet my friends"
T10,Premise 982 1020	The traffic in the city was too crowed,essay308,train,982,1020,Premise,The traffic in the city was too crowed
T11,Premise 1022 1073	I have to wait for an hour to go to my friend house,essay308,train,1022,1073,Premise,I have to wait for an hour to go to my friend house
T12,Premise 819 852	I love the traffic system in here,essay308,train,819,852,Premise,I love the traffic system in here
T13,Claim 791 810	I want to live here,essay308,train,791,810,Claim,I want to live here
T14,"Premise 1112 1269	I have been gone to some places to travel and stay for a short time, and I realize that the environment in some place isn't clean and fresh like my home town",essay308,train,1112,1269,Premise,"I have been gone to some places to travel and stay for a short time, and I realize that the environment in some place isn't clean and fresh like my home town"
T15,Premise 1271 1297	There were a lot of people,essay308,train,1271,1297,Premise,There were a lot of people
T16,Premise 1301 1336	the environment can't be keep clean,essay308,train,1301,1336,Premise,the environment can't be keep clean
T17,Claim 1075 1110	I also love the environment in here,essay308,train,1075,1110,Claim,I also love the environment in here
T18,MajorClaim 1374 1433	staying in one place is better than moving number of places,essay308,train,1374,1433,MajorClaim,staying in one place is better than moving number of places
T19,Claim 1435 1490	Moving some places can give to you a lot of experiences,essay308,train,1435,1490,Claim,Moving some places can give to you a lot of experiences
T20,"Premise 1495 1619	living in one place like your hometown can make you feel comfortable about the traffic, people and of course the environment",essay308,train,1495,1619,Premise,"living in one place like your hometown can make you feel comfortable about the traffic, people and of course the environment"
T1,MajorClaim 261 317	both choices have their own advantages and disadvantages,essay309,train,261,317,MajorClaim,both choices have their own advantages and disadvantages
T3,MajorClaim 1840 1907	I would definitely choose the second option: living in an apartment,essay309,train,1840,1907,MajorClaim,I would definitely choose the second option: living in an apartment
T2,Premise 1998 2080	learning all those characteristics would really help me in leading successful life,essay309,train,1998,2080,Premise,learning all those characteristics would really help me in leading successful life
T4,Claim 1922 1989	it teaches me everything that I certainly wants to learn in my life,essay309,train,1922,1989,Claim,it teaches me everything that I certainly wants to learn in my life
T5,"Premise 463 637	students can have an opportunity to take part in many kind of extracurricular activities happing around the campus such as attending conversation club, or joining sports club",essay309,train,463,637,Premise,"students can have an opportunity to take part in many kind of extracurricular activities happing around the campus such as attending conversation club, or joining sports club"
T6,Premise 639 723	Students can also have more chance of interaction with their teachers and classmates,essay309,train,639,723,Premise,Students can also have more chance of interaction with their teachers and classmates
T7,"Premise 738 933	it is easier for students to get help when facing problem such as if students have problem in solving their math question, they can easily ask for help to their roommates, classmates, or teachers",essay309,train,738,933,Premise,"it is easier for students to get help when facing problem such as if students have problem in solving their math question, they can easily ask for help to their roommates, classmates, or teachers"
T8,Premise 337 447	living in a dormitory helps students to familiarize themselves with the academic environment of the university,essay309,train,337,447,Premise,living in a dormitory helps students to familiarize themselves with the academic environment of the university
T9,MajorClaim 1770 1817	both living accommodation have its own benefits,essay309,train,1770,1817,MajorClaim,both living accommodation have its own benefits
T10,Claim 943 992	living in dormitory is always helpful to students,essay309,train,943,992,Claim,living in dormitory is always helpful to students
T11,"Premise 1082 1232	students can learn many new things such as how to become responsible, independent, punctual, co-operative compared to living in university dormitories",essay309,train,1082,1232,Premise,"students can learn many new things such as how to become responsible, independent, punctual, co-operative compared to living in university dormitories"
T12,"Premise 1234 1363	They are responsible to take care of everything including paying their apartment rent on time, and dealing with the utility bills",essay309,train,1234,1363,Premise,"They are responsible to take care of everything including paying their apartment rent on time, and dealing with the utility bills"
T13,"Premise 1378 1461	students also have to focus on their study, and try to maintain their grades higher",essay309,train,1378,1461,Premise,"students also have to focus on their study, and try to maintain their grades higher"
T14,Premise 1476 1543	students also have a chance to know about the community around them,essay309,train,1476,1543,Premise,students also have a chance to know about the community around them
T15,"Premise 1545 1647	Interacting with the people, and socializing with them prepares students for the life after graduation",essay309,train,1545,1647,Premise,"Interacting with the people, and socializing with them prepares students for the life after graduation"
T16,Claim 1014 1067	living off campus prepares students for the real life,essay309,train,1014,1067,Claim,living off campus prepares students for the real life
T1,"Claim 357 517	Trying to learn skills, working in two places in a week and gaining more tasks are the reasons which take into account as the most important causes of my choice",essay310,test,357,517,Claim,"Trying to learn skills, working in two places in a week and gaining more tasks are the reasons which take into account as the most important causes of my choice"
T2,MajorClaim 227 281	Working fast yet risky has a place near the ideal goal,essay310,test,227,281,MajorClaim,Working fast yet risky has a place near the ideal goal
T3,MajorClaim 1955 1996	people should work faster even more risky,essay310,test,1955,1996,MajorClaim,people should work faster even more risky
T4,"Claim 1998 2135	Gaining more skills by study, having more than one job, and handling more tasks are the benefits of it which overweighs its disadvantages",essay310,test,1998,2135,Claim,"Gaining more skills by study, having more than one job, and handling more tasks are the benefits of it which overweighs its disadvantages"
T5,Premise 596 722	Attending in some classes which try to increase the skills of employees can be considered as an absolutely effective parameter,essay310,test,596,722,Premise,Attending in some classes which try to increase the skills of employees can be considered as an absolutely effective parameter
T6,"Premise 724 827	If people learn how should increase their speed at work by studying, they can stares in their workplace",essay310,test,724,827,Premise,"If people learn how should increase their speed at work by studying, they can stares in their workplace"
T7,Premise 842 883	I have a friend who was working so slowly,essay310,test,842,883,Premise,I have a friend who was working so slowly
T8,Premise 885 945	He has been threatened by his boss who was going to fire him,essay310,test,885,945,Premise,He has been threatened by his boss who was going to fire him
T9,Premise 947 1036	My friend went to a course where he learned how should work rapidly and now he is working,essay310,test,947,1036,Premise,My friend went to a course where he learned how should work rapidly and now he is working
T10,"Claim 534 594	if persons work rapidly, they will have more chance to study",essay310,test,534,594,Claim,"if persons work rapidly, they will have more chance to study"
T11,Premise 1151 1218	If they work just in one organization they cannot earn enough money,essay310,test,1151,1218,Premise,If they work just in one organization they cannot earn enough money
T12,Premise 1220 1267	This fact pushes them to work faster and faster,essay310,test,1220,1267,Premise,This fact pushes them to work faster and faster
T13,Premise 1290 1335	applying to study abroad needs a lot of money,essay310,test,1290,1335,Premise,applying to study abroad needs a lot of money
T14,Premise 1337 1389	I am working in two organization to gain more salary,essay310,test,1337,1389,Premise,I am working in two organization to gain more salary
T15,Claim 1056 1108	people prone to work in two or three firms in a week,essay310,test,1056,1108,Claim,people prone to work in two or three firms in a week
T16,Premise 1117 1149	the expenses have been increased,essay310,test,1117,1149,Premise,the expenses have been increased
T17,"Premise 1391 1423	The more money, the more chances",essay310,test,1391,1423,Premise,"The more money, the more chances"
T18,"Premise 1501 1634	If you show in your workplace that you are the one who can work more than other even carelessly, your boss will assign you more tasks",essay310,test,1501,1634,Premise,"If you show in your workplace that you are the one who can work more than other even carelessly, your boss will assign you more tasks"
T19,"Premise 1636 1729	If you do them fast too, the first acknowledgement of your boss encourages you to work harder",essay310,test,1636,1729,Premise,"If you do them fast too, the first acknowledgement of your boss encourages you to work harder"
T20,Premise 1731 1799	It turns you to a person who has skill of working without hesitation,essay310,test,1731,1799,Premise,It turns you to a person who has skill of working without hesitation
T21,"Premise 1801 1893	Even if we ignore this result, by the same token, you can get higher position and more money",essay310,test,1801,1893,Premise,"Even if we ignore this result, by the same token, you can get higher position and more money"
T22,Claim 1445 1499	people who work slowly can no longer handle more tasks,essay310,test,1445,1499,Claim,people who work slowly can no longer handle more tasks
T1,MajorClaim 400 482	students can acquire university knowledge without the prerequisite of passing exam,essay311,train,400,482,MajorClaim,students can acquire university knowledge without the prerequisite of passing exam
T2,MajorClaim 2121 2215	the university should allow the student to participate in the classed without passing the test,essay311,train,2121,2215,MajorClaim,the university should allow the student to participate in the classed without passing the test
T3,Claim 2224 2359	not only is every students expert in every part of one subject but also it will reduce the student in the campus who leave uncultivated,essay311,train,2224,2359,Claim,not only is every students expert in every part of one subject but also it will reduce the student in the campus who leave uncultivated
T4,Premise 637 661	I don't like electronics,essay311,train,637,661,Premise,I don't like electronics
T5,Premise 671 722	electronics cannot always be seen in the real world,essay311,train,671,722,Premise,electronics cannot always be seen in the real world
T6,Claim 537 602	the students are not constantly expert in every part of a subject,essay311,train,537,602,Claim,the students are not constantly expert in every part of a subject
T7,Premise 724 786	And I have had 0 in physics score when I study the electronics,essay311,train,724,786,Premise,And I have had 0 in physics score when I study the electronics
T8,Premise 788 861	But I constantly achieve 100 score when I study other part of the physics,essay311,train,788,861,Premise,But I constantly achieve 100 score when I study other part of the physics
T9,"Premise 863 1025	And if I cannot attend the classes until I pass the exam of electronics, I could not pass the entire part of physics, and I will fail the exam over and over again",essay311,train,863,1025,Premise,"And if I cannot attend the classes until I pass the exam of electronics, I could not pass the entire part of physics, and I will fail the exam over and over again"
T10,"Premise 1027 1115	Luckily, in our university, you can attend the classes regardless of the score you reach",essay311,train,1027,1115,Premise,"Luckily, in our university, you can attend the classes regardless of the score you reach"
T11,Premise 1117 1180	And I can study physics without consideration of my electronics,essay311,train,1117,1180,Premise,And I can study physics without consideration of my electronics
T12,"Premise 1182 1241	And at last, I took the electronics again and pass the exam",essay311,train,1182,1241,Premise,"And at last, I took the electronics again and pass the exam"
T13,Claim 1874 2023	the university student may don't reach a high if the university allow student to participate in the class no matter whether they pass the test or not,essay311,train,1874,2023,Claim,the university student may don't reach a high if the university allow student to participate in the class no matter whether they pass the test or not
T14,Premise 2029 2107	the benefit of free to access to the classes eclipse the issue of lower points,essay311,train,2029,2107,Premise,the benefit of free to access to the classes eclipse the issue of lower points
T15,"Claim 1253 1392	if the university take the policy that no one can attend the classes without passing exam, students are highly likely to leave uncultivated",essay311,train,1253,1392,Claim,"if the university take the policy that no one can attend the classes without passing exam, students are highly likely to leave uncultivated"
T16,"Premise 1394 1489	If one fail most of the exam, it means that he or she cannot participate in most of the classes",essay311,train,1394,1489,Premise,"If one fail most of the exam, it means that he or she cannot participate in most of the classes"
T17,Premise 1491 1545	And the students will have nothing to do in the campus,essay311,train,1491,1545,Premise,And the students will have nothing to do in the campus
T18,Premise 1552 1600	he or she will play online games days and nights,essay311,train,1552,1600,Premise,he or she will play online games days and nights
T19,Premise 1602 1639	The academic achievement will decline,essay311,train,1602,1639,Premise,The academic achievement will decline
T20,Premise 1653 1698	this student will become a loser in the world,essay311,train,1653,1698,Premise,this student will become a loser in the world
T21,Premise 1700 1780	And all this is due to that the university don't permit them to attend the class,essay311,train,1700,1780,Premise,And all this is due to that the university don't permit them to attend the class
T22,Premise 1782 1860	This is not the failure of the university but also the entire education system,essay311,train,1782,1860,Premise,This is not the failure of the university but also the entire education system
T1,"MajorClaim 358 481	Money should spend on facilities in school or update resources, which are beneficial to school rather than just instructors",essay312,train,358,481,MajorClaim,"Money should spend on facilities in school or update resources, which are beneficial to school rather than just instructors"
T2,Claim 277 305	The professors are essential,essay312,train,277,305,Claim,The professors are essential
T3,Premise 316 356	the schools are established for students,essay312,train,316,356,Premise,the schools are established for students
T4,Premise 609 699	the most efficient way to improve the education is to guide the students to learn actively,essay312,train,609,699,Premise,the most efficient way to improve the education is to guide the students to learn actively
T5,Premise 701 798	By renewing some facilities in school so students will spend more time at school doing assignment,essay312,train,701,798,Premise,By renewing some facilities in school so students will spend more time at school doing assignment
T6,Premise 800 859	A comfortable environment can attract people to stay longer,essay312,train,800,859,Premise,A comfortable environment can attract people to stay longer
T7,Premise 867 940	students spend more time on school to make a good circulation of learning,essay312,train,867,940,Premise,students spend more time on school to make a good circulation of learning
T8,Premise 958 1024	students have a better environment to working on their assignments,essay312,train,958,1024,Premise,students have a better environment to working on their assignments
T9,Premise 1028 1073	the quality of their assignments will improve,essay312,train,1028,1073,Premise,the quality of their assignments will improve
T10,Premise 1081 1143	the competition between peers enhances and forms a circulation,essay312,train,1081,1143,Premise,the competition between peers enhances and forms a circulation
T11,"Premise 1145 1217	In my school, the classrooms in my university are old and kind of shabby",essay312,train,1145,1217,Premise,"In my school, the classrooms in my university are old and kind of shabby"
T12,Premise 1227 1312	I prefer spending money in a coffee shop to staying at school to finish my assignment,essay312,train,1227,1312,Premise,I prefer spending money in a coffee shop to staying at school to finish my assignment
T13,Premise 1314 1347	It's unpleasant to stay at school,essay312,train,1314,1347,Premise,It's unpleasant to stay at school
T14,"Premise 1358 1445	coffee shops are not always quiet, so my classmates and I often finish our work roughly",essay312,train,1358,1445,Premise,"coffee shops are not always quiet, so my classmates and I often finish our work roughly"
T15,Claim 530 599	the school should put more emphasis on students instead of professors,essay312,train,530,599,Claim,the school should put more emphasis on students instead of professors
T16,"Claim 1526 1612	To improve education, spending more money to raise professors' salary is inappropriate",essay312,train,1526,1612,Claim,"To improve education, spending more money to raise professors' salary is inappropriate"
T17,"Premise 1456 1524	the ultimate purpose is to change, to motivate students to be better",essay312,train,1456,1524,Premise,"the ultimate purpose is to change, to motivate students to be better"
T18,Premise 1777 1857	High-salary instructors don't teach students harder because they earn more money,essay312,train,1777,1857,Premise,High-salary instructors don't teach students harder because they earn more money
T19,Premise 1859 1902	There won't be any effect if school does so,essay312,train,1859,1902,Premise,There won't be any effect if school does so
T20,Premise 1904 1965	There was news about raising professors' salary in my country,essay312,train,1904,1965,Premise,There was news about raising professors' salary in my country
T21,Premise 1967 2031	This event provoked a demonstration composing of students mostly,essay312,train,1967,2031,Premise,This event provoked a demonstration composing of students mostly
T22,Premise 2033 2103	The proposal of the demonstration was eliminating the raising salaries,essay312,train,2033,2103,Premise,The proposal of the demonstration was eliminating the raising salaries
T23,"Premise 2121 2202	if the policy of raising salary was supported, the demonstration would not happen",essay312,train,2121,2202,Premise,"if the policy of raising salary was supported, the demonstration would not happen"
T24,MajorClaim 2365 2409	I against providing more money to professors,essay312,train,2365,2409,MajorClaim,I against providing more money to professors
T25,Claim 2239 2340	Students' tuition is not only for the professors but also for their quality of learning at university,essay312,train,2239,2340,Claim,Students' tuition is not only for the professors but also for their quality of learning at university
T1,MajorClaim 354 394	pets should be treated like human beings,essay313,train,354,394,MajorClaim,pets should be treated like human beings
T2,"Premise 602 655	they listen to us, more than some people will ever do",essay313,train,602,655,Premise,"they listen to us, more than some people will ever do"
T3,Premise 574 593	We can talk to them,essay313,train,574,593,Premise,We can talk to them
T4,"Premise 720 816	When I was 14 years old, my uncle passed away and I felt like everything was no longer important",essay313,train,720,816,Premise,"When I was 14 years old, my uncle passed away and I felt like everything was no longer important"
T5,Premise 818 855	Talking to my friends was frustrating,essay313,train,818,855,Premise,Talking to my friends was frustrating
T6,Premise 864 900	none of them have ever felt that way,essay313,train,864,900,Premise,none of them have ever felt that way
T7,Premise 908 947	I was all alone at home for a long time,essay313,train,908,947,Premise,I was all alone at home for a long time
T8,Premise 949 1037	my dog was near me and it seemed to me that only him could understand my deeply feelings,essay313,train,949,1037,Premise,my dog was near me and it seemed to me that only him could understand my deeply feelings
T9,Premise 1057 1090	pets aren't able to speak with us,essay313,train,1057,1090,Premise,pets aren't able to speak with us
T10,Premise 1092 1124	we can nonetheless count on them,essay313,train,1092,1124,Premise,we can nonetheless count on them
T11,Claim 425 481	pets are our friends as well as certain human beings are,essay313,train,425,481,Claim,pets are our friends as well as certain human beings are
T12,"Premise 483 572	Similarly to friends, indeed, they are always with us and they are there if we feel alone",essay313,train,483,572,Premise,"Similarly to friends, indeed, they are always with us and they are there if we feel alone"
T13,Premise 1190 1251	nowadays the pet therapy is becoming more popular than before,essay313,train,1190,1251,Premise,nowadays the pet therapy is becoming more popular than before
T14,Premise 1253 1339	Researchers have discovered that pets can bring benefits in a huge amount of illnesses,essay313,train,1253,1339,Premise,Researchers have discovered that pets can bring benefits in a huge amount of illnesses
T15,Premise 1341 1393	There are dogs who lead blind people around the city,essay313,train,1341,1393,Premise,There are dogs who lead blind people around the city
T16,Premise 1470 1517	pets are important for depressed people as well,essay313,train,1470,1517,Premise,pets are important for depressed people as well
T17,Premise 1408 1455	without them they could not go around all alone,essay313,train,1408,1455,Premise,without them they could not go around all alone
T18,Premise 1526 1562	their presence make them feel better,essay313,train,1526,1562,Premise,their presence make them feel better
T19,Premise 1574 1681	there are dogs who are educated in order to find out criminals or to use their sense of smell to find drugs,essay313,train,1574,1681,Premise,there are dogs who are educated in order to find out criminals or to use their sense of smell to find drugs
T20,Claim 1136 1175	pets are useful for a variety of things,essay313,train,1136,1175,Claim,pets are useful for a variety of things
T21,MajorClaim 1724 1770	pets deserve to be treated like family members,essay313,train,1724,1770,MajorClaim,pets deserve to be treated like family members
T22,Claim 1822 1884	they are our friends and they can be useful in many situations,essay313,train,1822,1884,Claim,they are our friends and they can be useful in many situations
T1,MajorClaim 2388 2441	it is necessary for us to be extraordinarily cautious,essay314,train,2388,2441,MajorClaim,it is necessary for us to be extraordinarily cautious
T2,Claim 2448 2506	rough work is intolerable when we want to stay competitive,essay314,train,2448,2506,Claim,rough work is intolerable when we want to stay competitive
T3,Claim 2340 2386	we need to catch up with the pace of the world,essay314,train,2340,2386,Claim,we need to catch up with the pace of the world
T4,MajorClaim 431 486	it might not be the most beneficial move to our society,essay314,train,431,486,MajorClaim,it might not be the most beneficial move to our society
T5,Claim 357 420	fast pace may be the wise move to correspond with today's world,essay314,train,357,420,Claim,fast pace may be the wise move to correspond with today's world
T6,"Claim 499 568	even when the world operates in fast pace, it still requires accuracy",essay314,train,499,568,Claim,"even when the world operates in fast pace, it still requires accuracy"
T7,Premise 570 637	Even simple issues in our daily life like homework require accuracy,essay314,train,570,637,Premise,Even simple issues in our daily life like homework require accuracy
T8,"Premise 639 820	If we rush through the work by taking risk of making mistakes, we are actually making zero effort going through our study roughly only for the purpose of fill in before the deadline",essay314,train,639,820,Premise,"If we rush through the work by taking risk of making mistakes, we are actually making zero effort going through our study roughly only for the purpose of fill in before the deadline"
T9,Premise 832 890	it only fulfills the work itself which is rather worthless,essay314,train,832,890,Premise,it only fulfills the work itself which is rather worthless
T10,Premise 892 991	It is our capability of work that we should improve rather than holding the belief in completing it,essay314,train,892,991,Premise,It is our capability of work that we should improve rather than holding the belief in completing it
T11,Premise 1003 1090	it may take time to keep up with the others if w need to review our work multiple times,essay314,train,1003,1090,Premise,it may take time to keep up with the others if w need to review our work multiple times
T12,Premise 1096 1186	with consistent work soon enough we'll be able to bring up our speed in completion of work,essay314,train,1096,1186,Premise,with consistent work soon enough we'll be able to bring up our speed in completion of work
T13,Premise 1544 1613	We soon will be out of the picture even when we kept up with the pace,essay314,train,1544,1613,Premise,We soon will be out of the picture even when we kept up with the pace
T14,Premise 1620 1707	when the problem reveals itself we'll have to go back and fix the mistakes we have made,essay314,train,1620,1707,Premise,when the problem reveals itself we'll have to go back and fix the mistakes we have made
T15,Premise 1709 1802	This might be even more costly and time consuming than a neat completion of work at the start,essay314,train,1709,1802,Premise,This might be even more costly and time consuming than a neat completion of work at the start
T16,"Claim 1346 1542	Even when we managed to keep up with the pace by neglecting the details of a project and only aim for a general frame of the project, this will not be something satisfy for the company and clients",essay314,train,1346,1542,Claim,"Even when we managed to keep up with the pace by neglecting the details of a project and only aim for a general frame of the project, this will not be something satisfy for the company and clients"
T17,"Premise 1198 1344	other than the importance of accuracy, the world also seeks efficiency, which concludes both minimum time completion and also criterion of quality",essay314,train,1198,1344,Premise,"other than the importance of accuracy, the world also seeks efficiency, which concludes both minimum time completion and also criterion of quality"
T18,Premise 2013 2144	A miscalculation of the orbit in launching rocket may lead to a failure of the whole project which might worth trillions of dollars,essay314,train,2013,2144,Premise,A miscalculation of the orbit in launching rocket may lead to a failure of the whole project which might worth trillions of dollars
T19,"Premise 2169 2317	even when the scientists want to finish off quickly, but they couldn't miss even a single part of the mission since it may trigger loads of problems",essay314,train,2169,2317,Premise,"even when the scientists want to finish off quickly, but they couldn't miss even a single part of the mission since it may trigger loads of problems"
